Submission id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
638a80b3676c3eaaaeb47dc1,APPROVED,2022-12-02T22:48:26.623000Z,2022-12-02T23:01:30.129000Z,2022-12-02T23:01:30.816000,2022-12-02T23:01:30.748513Z,784,C1INRZ4D,31,English,22,Female,White,United States,United States,United States,English,No,Part-Time
638a80c55aa83e3284f1d7d4,APPROVED,2022-12-02T22:48:41.210000Z,2022-12-02T23:15:00.589000Z,2022-12-02T23:15:01.083000,2022-12-02T23:15:01.015772Z,1580,C1INRZ4D,24,"English, Tagalog-Filipino",53,Female,Asian,Philippines,United States,United States,Tagalog-Filipino,No,Full-Time
638a80c982adf6f9d07cfbfc,APPROVED,2022-12-02T22:48:43.438000Z,2022-12-02T22:56:35.317000Z,2022-12-02T22:56:35.823000,2022-12-02T22:56:35.752784Z,472,C1INRZ4D,691,English,22,Female,White,United States,United States,United States,English,No,Full-Time
638a80e6494b8cb04197175d,APPROVED,2022-12-02T22:49:13.631000Z,2022-12-02T22:54:32.495000Z,2022-12-02T22:54:33.012000,2022-12-02T22:54:32.937937Z,319,C1INRZ4D,438,English,29,Male,White,United States,United States,United States,English,No,Other
638a8105b0f30bb1ae19b55d,APPROVED,2022-12-02T22:51:01.155000Z,2022-12-02T23:41:39.571000Z,2022-12-02T23:41:40.598000,2022-12-02T23:41:40.526319Z,3039,C1INRZ4D,3616,English,27,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a810782adf6f9d07cfc02,APPROVED,2022-12-02T22:49:53.076000Z,2022-12-02T22:59:42.137000Z,2022-12-02T22:59:42.575000,2022-12-02T22:59:42.506320Z,590,C1INRZ4D,281,English,26,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8112fd8468db687c332b,APPROVED,2022-12-02T22:49:57.986000Z,2022-12-02T22:59:10.199000Z,2022-12-02T22:59:15.776000,2022-12-02T22:59:10.690083Z,553,C1INRZ4D,25,English,23,Male,White,United States,United States,United States,English,No,Part-Time
638a812120974fb01d08ceb7,APPROVED,2022-12-02T22:50:13.949000Z,2022-12-02T23:00:43.190000Z,2022-12-02T23:00:43.664000,2022-12-02T23:00:43.593212Z,630,C1INRZ4D,1724,English,63,Female,White,United States,United States,United States,English,No,Part-Time
638a812e118ff20150f1d827,APPROVED,2022-12-02T22:50:25.530000Z,2022-12-02T23:02:04.050000Z,2022-12-02T23:02:09.521000,2022-12-02T23:02:04.435106Z,699,C1INRZ4D,629,English,28,Female,Black,United States,United States,United States,English,No,Due to start a new job within the next month
638a813437ab5d496fb28ebe,APPROVED,2022-12-02T22:50:31.265000Z,2022-12-02T23:01:51.283000Z,2022-12-02T23:01:52.212000,2022-12-02T23:01:52.145515Z,681,C1INRZ4D,1584,English,24,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a81361f102fe781dc354d,APPROVED,2022-12-02T22:50:32.383000Z,2022-12-02T23:04:16.094000Z,2022-12-02T23:04:16.621000,2022-12-02T23:04:16.553672Z,824,C1INRZ4D,111,English,28,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8136202e5f8c12e73674,APPROVED,2022-12-02T22:50:31.777000Z,2022-12-02T23:03:55.780000Z,2022-12-02T23:03:56.214000,2022-12-02T23:03:56.120963Z,805,C1INRZ4D,1187,English,27,Male,White,United States,United States,United States,English,Yes,Full-Time
638a8146ad8aee4e9fc7c3d6,APPROVED,2022-12-02T22:52:00.613000Z,2022-12-02T23:05:08.478000Z,2022-12-02T23:05:09,2022-12-02T23:05:08.926227Z,788,C1INRZ4D,678,English,53,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a814af9e1ee0a77d95c7e,APPROVED,2022-12-02T22:50:53.110000Z,2022-12-02T23:02:03.951000Z,2022-12-02T23:02:04.359000,2022-12-02T23:02:04.294153Z,671,C1INRZ4D,645,English,34,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
638a81538fafdfcf866b9b3f,APPROVED,2022-12-02T22:54:26.895000Z,2022-12-02T23:03:26.228000Z,2022-12-02T23:03:26.716000,2022-12-02T23:03:26.642768Z,540,C1INRZ4D,299,English,24,Female,White,United States,United States,United States,English,No,Part-Time
638a8161b3956ae2ab34507a,APPROVED,2022-12-02T22:51:16.065000Z,2022-12-02T22:59:09.736000Z,2022-12-02T22:59:11.579000,2022-12-02T22:59:10.160251Z,474,C1INRZ4D,1900,English,31,Female,White,United States,United States,United States,English,Yes,Full-Time
638a8169617c4c282bb28ef4,APPROVED,2022-12-02T22:51:24.830000Z,2022-12-02T23:00:32.469000Z,2022-12-02T23:00:32.968000,2022-12-02T23:00:32.886972Z,548,C1INRZ4D,371,English,33,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a816bb82db4da59b766c5,APPROVED,2022-12-02T22:51:44.728000Z,2022-12-02T23:01:24.386000Z,2022-12-02T23:01:25.161000,2022-12-02T23:01:25.085855Z,580,C1INRZ4D,838,English,46,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a81846f801fba44116641,APPROVED,2022-12-02T22:51:55.180000Z,2022-12-02T23:17:47.083000Z,2022-12-02T23:17:47.709000,2022-12-02T23:17:47.634724Z,1552,C1INRZ4D,443,English,24,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
638a81adac7ad13376f19e5e,APPROVED,2022-12-02T22:53:46.223000Z,2022-12-02T23:28:45.198000Z,2022-12-02T23:28:45.802000,2022-12-02T23:28:45.735189Z,2099,C1INRZ4D,2110,English,31,Female,White,United States,United States,United States,English,No,Other
638a81af530af016a2057f87,APPROVED,2022-12-02T22:52:45.395000Z,2022-12-02T23:07:57.807000Z,2022-12-02T23:07:58.372000,2022-12-02T23:07:58.285863Z,913,C1INRZ4D,960,English,32,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
638a81b1ac7ad13376f19e5f,APPROVED,2022-12-02T22:52:35.250000Z,2022-12-02T23:02:55.215000Z,2022-12-02T23:02:55.683000,2022-12-02T23:02:55.614492Z,620,C1INRZ4D,3905,English,47,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a81e4161f8bfbac524f67,APPROVED,2022-12-02T22:53:27.251000Z,2022-12-02T23:04:18.986000Z,2022-12-02T23:04:19.481000,2022-12-02T23:04:19.413820Z,652,C1INRZ4D,1788,English,29,Male,White,United States,United States,United States,English,No,Full-Time
638a81e74de0ba8db107327b,APPROVED,2022-12-02T22:53:30.412000Z,2022-12-02T23:03:02.697000Z,2022-12-02T23:03:03.109000,2022-12-02T23:03:03.039530Z,573,C1INRZ4D,366,English,28,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
638a81e8105c3274ed073296,APPROVED,2022-12-02T22:53:37.896000Z,2022-12-02T23:09:31.080000Z,2022-12-02T23:09:31.573000,2022-12-02T23:09:31.506007Z,954,C1INRZ4D,1554,English,45,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a81f3b0824cf8557c331a,APPROVED,2022-12-02T22:53:43.969000Z,2022-12-02T23:07:27.481000Z,2022-12-02T23:07:29.250000,2022-12-02T23:07:27.856396Z,824,C1INRZ4D,1842,English,33,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a81f5bbb62bf587d72409,APPROVED,2022-12-02T22:54:51.943000Z,2022-12-02T23:24:44.918000Z,2022-12-02T23:24:45.362000,2022-12-02T23:24:45.293342Z,1793,C1INRZ4D,2497,English,93,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a81f6d0ad2bed17e14c53,APPROVED,2022-12-02T22:53:45.785000Z,2022-12-02T23:12:21.087000Z,2022-12-02T23:12:22.167000,2022-12-02T23:12:22.094352Z,1116,C1INRZ4D,146,English,28,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
638a82018f220db9653fe23f,APPROVED,2022-12-02T22:53:59.670000Z,2022-12-02T23:05:33.861000Z,2022-12-02T23:05:37.305000,2022-12-02T23:05:34.248469Z,695,C1INRZ4D,218,English,19,Male,Asian,United States,United States,United States,English,Yes,DATA_EXPIRED
638a8205118ff20150f1d83e,APPROVED,2022-12-02T22:54:00.523000Z,2022-12-02T23:01:09.657000Z,2022-12-02T23:01:10.093000,2022-12-02T23:01:10.025874Z,430,C1INRZ4D,3847,English,DATA_EXPIRED,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8205daaca4c4297c3307,APPROVED,2022-12-02T22:53:59.990000Z,2022-12-02T23:05:12.653000Z,2022-12-02T23:05:13.275000,2022-12-02T23:05:13.013947Z,673,C1INRZ4D,844,English,24,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8212d9331aac7a80774b,APPROVED,2022-12-02T22:54:14.921000Z,2022-12-02T23:04:09.812000Z,2022-12-02T23:04:10.329000,2022-12-02T23:04:10.260970Z,595,C1INRZ4D,3496,English,62,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a82154b89a1bd2bd723e3,APPROVED,2022-12-02T22:58:22.285000Z,2022-12-02T23:32:10.116000Z,2022-12-02T23:32:10.570000,2022-12-02T23:32:10.498867Z,2028,C1INRZ4D,1787,English,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a82189eea5a7445bdcd02,APPROVED,2022-12-02T22:58:26.598000Z,2022-12-02T23:32:02.321000Z,2022-12-02T23:32:02.744000,2022-12-02T23:32:02.680213Z,2016,C1INRZ4D,2563,English,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a8238acae8893fde73644,APPROVED,2022-12-02T22:55:27.692000Z,2022-12-02T23:03:56.262000Z,2022-12-02T23:03:56.814000,2022-12-02T23:03:56.747807Z,509,C1INRZ4D,1219,English,22,Female,White,United States,United States,United States,English,Yes,Part-Time
638a823cc482adea00c487b2,APPROVED,2022-12-02T22:54:57.042000Z,2022-12-02T23:17:06.490000Z,2022-12-02T23:17:06.929000,2022-12-02T23:17:06.858743Z,1330,C1INRZ4D,1029,English,52,Male,White,United States,United States,United States,English,No,Full-Time
638a82432df1144d1961e195,APPROVED,2022-12-02T22:55:13.107000Z,2022-12-02T23:24:16.192000Z,2022-12-02T23:24:16.742000,2022-12-02T23:24:16.676718Z,1744,C1INRZ4D,125,English,25,Female,Mixed,United States,United States,United States,English,Yes,Due to start a new job within the next month
638a8248062f98e1e5e73663,APPROVED,2022-12-02T22:56:41.888000Z,2022-12-02T23:10:51.007000Z,2022-12-02T23:10:51.474000,2022-12-02T23:10:51.404985Z,850,C1INRZ4D,1305,English,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8260ba7b4821a507a875,APPROVED,2022-12-02T22:55:36.351000Z,2022-12-02T23:26:31.729000Z,2022-12-02T23:26:32.285000,2022-12-02T23:26:32.215378Z,1856,C1INRZ4D,2055,English,60,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
638a826dbb1fd183ac057fd9,APPROVED,2022-12-02T22:55:47.715000Z,2022-12-02T23:05:13.879000Z,2022-12-02T23:05:14.310000,2022-12-02T23:05:14.239997Z,567,C1INRZ4D,298,"English, Tagalog-Filipino",22,Male,Asian,Philippines,United States,United States,Tagalog-Filipino,Yes,Unemployed (and job seeking)
638a826dbc72e917727cfc01,APPROVED,2022-12-02T22:55:48.050000Z,2022-12-02T23:10:09.805000Z,2022-12-02T23:10:10.300000,2022-12-02T23:10:10.227447Z,862,C1INRZ4D,148,English,33,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a8270375f08676c7c32d6,APPROVED,2022-12-02T22:55:48.247000Z,2022-12-02T23:05:41.411000Z,2022-12-02T23:05:42.175000,2022-12-02T23:05:42.104765Z,594,C1INRZ4D,367,English,29,Male,White,United States,United States,United States,English,No,Full-Time
638a8282b675fc69023fe2a3,APPROVED,2022-12-02T22:56:06.123000Z,2022-12-02T23:17:02.730000Z,2022-12-02T23:17:03.216000,2022-12-02T23:17:03.144027Z,1257,C1INRZ4D,643,English,35,Male,White,United States,United States,United States,English,No,Part-Time
638a829437ab5d496fb28ee5,APPROVED,2022-12-02T22:56:23.153000Z,2022-12-02T23:04:35.349000Z,2022-12-02T23:04:35.748000,2022-12-02T23:04:35.680144Z,493,C1INRZ4D,770,English,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a829c4de0ba8db107328e,APPROVED,2022-12-02T22:56:31.021000Z,2022-12-02T23:07:32.681000Z,2022-12-02T23:07:33.111000,2022-12-02T23:07:33.025033Z,662,C1INRZ4D,165,English,29,Female,White,United States,United States,United States,English,Yes,Part-Time
638a82a2a29f1ee2b8dc3548,APPROVED,2022-12-02T22:56:37.224000Z,2022-12-02T23:10:42.694000Z,2022-12-02T23:10:43.221000,2022-12-02T23:10:43.148885Z,846,C1INRZ4D,185,English,20,Male,Asian,United States,United States,United States,English,Yes,Due to start a new job within the next month
638a82ac6205479764971738,APPROVED,2022-12-02T22:56:48.446000Z,2022-12-02T23:10:22.805000Z,2022-12-02T23:10:23.341000,2022-12-02T23:10:23.268549Z,815,C1INRZ4D,1812,English,64,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a82ac7dde64ade2229eca,APPROVED,2022-12-02T22:56:48.523000Z,2022-12-02T23:10:59.980000Z,2022-12-02T23:11:00.457000,2022-12-02T23:11:00.384426Z,852,C1INRZ4D,2292,English,66,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a82b5625019b350f19ecd,APPROVED,2022-12-02T22:56:59.897000Z,2022-12-02T23:06:43.736000Z,2022-12-02T23:06:44.882000Z,2022-12-02T23:06:46.764464Z,584,C1INRZ4D,650,English,28,Male,Asian,China,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a82d5e59249b2d0bdccff,APPROVED,2022-12-02T22:57:30.868000Z,2022-12-02T23:11:42.821000Z,2022-12-02T23:11:43.337000,2022-12-02T23:11:43.263034Z,852,C1INRZ4D,3900,English,66,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
638a82dfaa28d0a789d723fe,APPROVED,2022-12-02T22:57:39.922000Z,2022-12-02T23:06:18.413000Z,2022-12-02T23:06:18.841000,2022-12-02T23:06:18.774579Z,519,C1INRZ4D,2862,English,50,Female,White,United States,United States,United States,English,No,Full-Time
638a82e6bc72e917727cfc14,APPROVED,2022-12-02T22:57:49.817000Z,2022-12-02T23:50:59.498000Z,2022-12-02T23:51:05.016000,2022-12-02T23:50:59.919740Z,3190,C1INRZ4D,83,English,38,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED
638a82e7f44449384ed47098,APPROVED,2022-12-02T22:58:08.486000Z,2022-12-02T23:20:44.532000Z,2022-12-02T23:20:44.981000,2022-12-02T23:20:44.915399Z,1357,C1INRZ4D,734,"English, Tajik",28,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
638a82ed2174ebdfebd1bfc4,APPROVED,2022-12-02T22:57:51.610000Z,2022-12-02T23:13:13.007000Z,2022-12-02T23:13:13.598000,2022-12-02T23:13:13.492427Z,922,C1INRZ4D,2421,"Chinese, English",22,Male,Asian,China,United States,United States,Chinese,Yes,Unemployed (and job seeking)
638a82f525b475282f057f8e,APPROVED,2022-12-02T22:58:06.308000Z,2022-12-02T23:06:18.244000Z,2022-12-02T23:06:24.087000,2022-12-02T23:06:19.007832Z,492,C1INRZ4D,1039,English,31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a82f62d9e4f028fd470a7,APPROVED,2022-12-02T22:58:01.006000Z,2022-12-02T23:08:42.133000Z,2022-12-02T23:08:42.588000,2022-12-02T23:08:42.515258Z,642,C1INRZ4D,2344,English,21,Male,White,United States,United States,United States,English,Yes,Due to start a new job within the next month
638a83062152720de3971735,APPROVED,2022-12-02T22:58:17.563000Z,2022-12-02T23:13:10.380000Z,2022-12-02T23:13:15.875000,2022-12-02T23:13:10.779540Z,893,C1INRZ4D,2589,English,58,Female,White,United States,United States,United States,English,No,Part-Time
638a83183750482c2ac7c362,APPROVED,2022-12-02T22:58:36.263000Z,2022-12-02T23:10:19.534000Z,2022-12-02T23:10:20.157000,2022-12-02T23:10:20.085926Z,704,C1INRZ4D,1380,English,61,Female,White,United States,United States,United States,English,No,Part-Time
638a831eacae8893fde7365a,APPROVED,2022-12-02T22:58:41.329000Z,2022-12-02T23:04:38.040000Z,2022-12-02T23:04:38.499000,2022-12-02T23:04:38.440139Z,357,C1INRZ4D,2902,"Hebrew, English",40,Female,White,United States,United States,United States,English,No,Full-Time
638a8321a9f7def6bcb28ee6,APPROVED,2022-12-02T22:58:43.461000Z,2022-12-02T23:12:11.379000Z,2022-12-02T23:12:11.874000,2022-12-02T23:12:11.803257Z,808,C1INRZ4D,1196,English,23,Female,White,United States,United States,United States,English,Yes,Part-Time
638a83270b74a924a4285711,APPROVED,2022-12-02T22:58:52.619000Z,2022-12-02T23:17:08.293000Z,2022-12-02T23:17:08.883000,2022-12-02T23:17:08.816662Z,1096,C1INRZ4D,869,English,43,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a832a7fbff446ded7711d,APPROVED,2022-12-02T22:58:50.740000Z,2022-12-02T23:13:55.638000Z,2022-12-02T23:13:56.150000,2022-12-02T23:13:56.070827Z,905,C1INRZ4D,450,English,25,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
638a832d3d5ec97e326dc380,APPROVED,2022-12-02T22:58:57.584000Z,2022-12-02T23:14:23.975000Z,2022-12-02T23:14:24.448000,2022-12-02T23:14:24.377633Z,927,C1INRZ4D,1299,English,56,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a833ae6a6589a22e5147e,APPROVED,2022-12-02T22:59:11.098000Z,2022-12-02T23:10:49.169000Z,2022-12-02T23:10:49.670000,2022-12-02T23:10:49.604110Z,699,C1INRZ4D,2035,English,25,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a834037ab5d496fb28f00,APPROVED,2022-12-02T22:59:12.640000Z,2022-12-02T23:05:52.458000Z,2022-12-02T23:05:52.946000,2022-12-02T23:05:52.877599Z,400,C1INRZ4D,2083,English,50,Male,White,United States,United States,United States,English,No,Full-Time
638a83409eea5a7445bdcd22,APPROVED,2022-12-02T22:59:18.629000Z,2022-12-02T23:16:20.390000Z,2022-12-02T23:16:25.918000,2022-12-02T23:16:20.835701Z,1022,C1INRZ4D,1936,English,57,Female,White,United States,United States,United States,English,No,Full-Time
638a8345e3a79b6da3229f0a,APPROVED,2022-12-02T22:59:20.505000Z,2022-12-02T23:07:39.298000Z,2022-12-02T23:07:39.753000,2022-12-02T23:07:39.659176Z,499,C1INRZ4D,727,English,21,Male,Asian,United States,United States,United States,English,Yes,Part-Time
638a83472152720de397173e,APPROVED,2022-12-02T22:59:23.513000Z,2022-12-02T23:12:59.119000Z,2022-12-02T23:12:59.618000,2022-12-02T23:12:59.553983Z,816,C1INRZ4D,897,English,30,Male,White,United States,United States,United States,English,No,Part-Time
638a834f25b475282f057f9b,APPROVED,2022-12-02T23:00:05.257000Z,2022-12-02T23:30:09.068000Z,2022-12-02T23:30:09.551000,2022-12-02T23:30:09.458256Z,1804,C1INRZ4D,1094,English,25,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
638a8351105c3274ed0732d4,APPROVED,2022-12-02T22:59:33.708000Z,2022-12-02T23:06:31.644000Z,2022-12-02T23:06:32.115000,2022-12-02T23:06:32.043643Z,418,C1INRZ4D,1599,English,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a835504fb663776b47e1e,APPROVED,2022-12-02T22:59:39.922000Z,2022-12-02T23:18:08.006000Z,2022-12-02T23:18:08.453000,2022-12-02T23:18:08.380580Z,1109,C1INRZ4D,604,English,43,Male,White,United States,United States,United States,English,No,Part-Time
638a8377aa28d0a789d72415,APPROVED,2022-12-02T23:00:09.517000Z,2022-12-02T23:13:14.064000Z,2022-12-02T23:13:14.612000,2022-12-02T23:13:14.541235Z,785,C1INRZ4D,3383,English,42,Female,Mixed,United States,United States,United States,English,No,Full-Time
638a83859b5df9fea1bc4dea,APPROVED,2022-12-02T23:05:12.036000Z,2022-12-02T23:59:36.407000Z,2022-12-02T23:59:36.885000,2022-12-02T23:59:36.848988Z,3265,C1INRZ4D,595,English,24,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
638a838728465bdc27853a93,APPROVED,2022-12-02T23:00:26.894000Z,2022-12-02T23:16:30.154000Z,2022-12-02T23:16:30.591000,2022-12-02T23:16:30.532969Z,964,C1INRZ4D,568,English,28,Female,White,Japan,United States,United States,English,No,Full-Time
638a83916c00860a183fe25d,APPROVED,2022-12-02T23:00:36.295000Z,2022-12-02T23:09:49.410000Z,2022-12-02T23:09:49.915000,2022-12-02T23:09:49.845862Z,554,C1INRZ4D,1135,English,42,Female,Other,United States,United States,United States,English,No,DATA_EXPIRED
638a839981b436c02bf1d7fa,APPROVED,2022-12-02T23:02:08.494000Z,2022-12-02T23:17:37.991000Z,2022-12-02T23:17:38.383000,2022-12-02T23:17:38.326752Z,930,C1INRZ4D,1484,English,30,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
638a839a2cb79604b061e1c1,APPROVED,2022-12-02T23:00:48.229000Z,2022-12-02T23:16:19.907000Z,2022-12-02T23:16:22.506000,2022-12-02T23:16:20.358551Z,932,C1INRZ4D,328,English,48,Male,White,United States,United States,United States,English,No,Other
638a83b152ccc7de1c08cf11,APPROVED,2022-12-02T23:01:07.865000Z,2022-12-02T23:11:04.815000Z,2022-12-02T23:11:05.302000,2022-12-02T23:11:05.228046Z,597,C1INRZ4D,647,"English, Chinese",34,Male,Asian,China,United States,United States,Chinese,No,Full-Time
638a83be90b8cd68f8b47e12,APPROVED,2022-12-02T23:01:20.475000Z,2022-12-02T23:13:10.078000Z,2022-12-02T23:13:10.609000,2022-12-02T23:13:10.541617Z,710,C1INRZ4D,594,English,29,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a83c15aa83e3284f1d817,APPROVED,2022-12-02T23:01:24.383000Z,2022-12-02T23:19:34.197000Z,2022-12-02T23:19:35.540000,2022-12-02T23:19:34.572584Z,1090,C1INRZ4D,874,English,23,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
638a83d0530af016a2057fc8,APPROVED,2022-12-02T23:01:39.805000Z,2022-12-02T23:12:05.725000Z,2022-12-02T23:12:06.275000,2022-12-02T23:12:06.203102Z,626,C1INRZ4D,118,English,31,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
638a83d637be678e8119b510,APPROVED,2022-12-02T23:01:46.102000Z,2022-12-02T23:17:41.822000Z,2022-12-02T23:17:42.310000,2022-12-02T23:17:42.217075Z,956,C1INRZ4D,221,"English, Korean",21,Male,Asian,United States,United States,United States,English,Yes,DATA_EXPIRED
638a83e66c00860a183fe265,APPROVED,2022-12-02T23:02:01.171000Z,2022-12-02T23:13:00.767000Z,2022-12-02T23:13:01.178000,2022-12-02T23:13:01.110172Z,660,C1INRZ4D,144,English,27,Male,White,United States,United States,United States,English,Yes,Full-Time
638a83e90576f917b9524f3c,APPROVED,2022-12-02T23:02:05.708000Z,2022-12-02T23:14:42.584000Z,2022-12-02T23:14:43.097000,2022-12-02T23:14:43.066180Z,757,C1INRZ4D,1171,English,67,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a83f61891100a9f853a14,APPROVED,2022-12-02T23:02:14.816000Z,2022-12-02T23:23:19.570000Z,2022-12-02T23:23:20.420000,2022-12-02T23:23:20.349323Z,1265,C1INRZ4D,1798,English,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638a841520974fb01d08cf0b,APPROVED,2022-12-02T23:02:48.310000Z,2022-12-02T23:10:00.017000Z,2022-12-02T23:10:00.533000,2022-12-02T23:10:00.445706Z,432,C1INRZ4D,480,English,32,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
638a84162f582d8ca407a85d,APPROVED,2022-12-02T23:02:51.655000Z,2022-12-02T23:15:24.084000Z,2022-12-02T23:15:24.576000,2022-12-02T23:15:24.507650Z,753,C1INRZ4D,2512,English,75,Female,White,United States,United States,United States,English,No,Other
638a842fc482adea00c487dd,APPROVED,2022-12-02T23:03:14.168000Z,2022-12-02T23:14:29.215000Z,2022-12-02T23:14:29.676000,2022-12-02T23:14:29.606602Z,676,C1INRZ4D,38,English,35,Female,DATA_EXPIRED,United States,United States,United States,English,Yes,DATA_EXPIRED
638a84385be28f0f1707a82b,APPROVED,2022-12-02T23:03:24.302000Z,2022-12-02T23:10:40.910000Z,2022-12-02T23:10:41.335000,2022-12-02T23:10:41.266974Z,437,C1INRZ4D,100,English,24,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
638a843d57c36da891971731,APPROVED,2022-12-02T23:03:28.676000Z,2022-12-02T23:23:09.859000Z,2022-12-02T23:23:10.385000,2022-12-02T23:23:10.315707Z,1182,C1INRZ4D,1066,English,34,Female,White,United States,United States,United States,English,No,Full-Time
638a8449917c6c9e3108cee7,APPROVED,2022-12-02T23:03:41.451000Z,2022-12-02T23:24:36.511000Z,2022-12-02T23:24:36.972000,2022-12-02T23:24:36.912597Z,1256,C1INRZ4D,2096,English,27,Female,White,United States,United States,United States,English,Yes,Full-Time
638a844e81aaaaf6ee97171c,APPROVED,2022-12-02T23:03:47.089000Z,2022-12-02T23:20:27.501000Z,2022-12-02T23:20:27.884000,2022-12-02T23:20:27.825781Z,1001,C1INRZ4D,743,English,21,Male,White,United States,United States,United States,English,Yes,Part-Time
638a845b7e8666770f4d0d95,APPROVED,2022-12-02T23:04:02.306000Z,2022-12-02T23:18:14.593000Z,2022-12-02T23:18:15.092000,2022-12-02T23:18:15.026525Z,853,C1INRZ4D,674,English,33,Female,White,United States,United States,United States,English,No,Part-Time
638a845dbdeda03892229f04,APPROVED,2022-12-02T23:04:03.213000Z,2022-12-02T23:11:31.326000Z,2022-12-02T23:11:31.777000,2022-12-02T23:11:31.706522Z,449,C1INRZ4D,307,English,36,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638a845e7c64119f22524f3a,APPROVED,2022-12-02T23:04:01.464000Z,2022-12-02T23:11:02.620000Z,2022-12-02T23:11:03.093000,2022-12-02T23:11:03.025110Z,422,C1INRZ4D,1510,English,22,Female,White,United States,United States,United States,English,No,Full-Time
638a846625b475282f057fc3,APPROVED,2022-12-02T23:04:10.588000Z,2022-12-02T23:14:37.373000Z,2022-12-02T23:14:37.887000,2022-12-02T23:14:37.815456Z,627,C1INRZ4D,1271,English,35,Female,White,United States,United States,United States,English,No,Other
638a8468acae8893fde73680,APPROVED,2022-12-02T23:05:32.581000Z,2022-12-02T23:17:58.529000Z,2022-12-02T23:17:58.941000,2022-12-02T23:17:58.868915Z,746,C1INRZ4D,948,English,26,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
